Date, Host, Packet loss, min, avg, max, mdev, type
26/04/2018 06:47:18 BST, 178.33.235.187,0,192.116,192.46,193.935,0.582, LOSS_FREE
26/04/2018 12:47:07 BST, 178.33.235.187,0,186.581,192.78,198.65,1.888, LOSS_FREE
26/04/2018 18:47:07 BST, 178.33.235.187,0,192.688,193.111,194.155,0.609, LOSS_FREE
27/04/2018 00:47:14 BST, 178.33.235.187,0,192.979,193.411,210.191,1.56, LOSS_FREE
27/04/2018 06:47:15 BST, 178.33.235.187,0,192.628,192.907,194.693,0.675, LOSS_FREE
20/04/2018 12:49:08 BST, 180.92.193.10,20,293.201,293.895,296.142,0.587, MAJOR_LOSS
20/04/2018 18:57:16 BST, 180.92.193.10,0,234.539,248.836,278.957,7.781, LOSS_FREE
21/04/2018 00:57:07 BST, 180.92.193.10,0,186.473,243.743,267.481,20.219, LOSS_FREE
21/04/2018 06:57:16 BST, 180.92.193.10,0,246.82,248.43,265.37,2.751, LOSS_FREE
21/04/2018 12:57:16 BST, 180.92.193.10,0,244.035,245.483,271.294,3.047, LOSS_FREE
21/04/2018 18:57:06 BST, 180.92.193.10,0,243.425,247.716,268.769,3.609, LOSS_FREE
22/04/2018 00:57:06 BST, 180.92.193.10,0,247.299,249.7,269.534,4.089, LOSS_FREE
22/04/2018 06:57:05 BST, 180.92.193.10,0,246.277,251.254,267.844,3.341, LOSS_FREE
22/04/2018 12:57:16 BST, 180.92.193.10,0,248.271,250.779,264.715,3.683, LOSS_FREE
22/04/2018 18:57:08 BST, 180.92.193.10,0,243.526,247.541,326.967,8.545, LOSS_FREE
23/04/2018 00:57:07 BST, 180.92.193.10,0,246.396,252.167,300.617,5.837, LOSS_FREE
23/04/2018 06:57:15 BST, 180.92.193.10,0,246.339,249.907,265.487,3.207, LOSS_FREE
23/04/2018 12:57:06 BST, 180.92.193.10,0,246.357,249.126,268.041,4.582, LOSS_FREE
23/04/2018 18:57:15 BST, 180.92.193.10,0,242.263,249.272,268.429,4.878, LOSS_FREE
24/04/2018 00:57:08 BST, 180.92.193.10,0,245.853,247.764,267.61,3.437, LOSS_FREE
24/04/2018 06:57:07 BST, 180.92.193.10,0,246.058,246.673,257.123,1.277, LOSS_FREE
24/04/2018 12:57:07 BST, 180.92.193.10,0,242.332,246.215,262.277,4.075, LOSS_FREE
24/04/2018 18:57:08 BST, 180.92.193.10,0,243.528,244.988,268.412,2.979, LOSS_FREE
25/04/2018 00:57:06 BST, 180.92.193.10,19,252.369,254.213,270.292,2.465, MAJOR_LOSS
25/04/2018 06:57:08 BST, 180.92.193.10,0,242.829,244.905,251.386,1.553, LOSS_FREE
25/04/2018 12:57:11 BST, 180.92.193.10,0,242.541,244.286,262.337,2.598, LOSS_FREE
25/04/2018 18:57:06 BST, 180.92.193.10,0,239.001,242.623,292.16,5.752, LOSS_FREE
26/04/2018 00:57:05 BST, 180.92.193.10,0,238.269,239.925,244.9,1.088, LOSS_FREE
26/04/2018 06:57:16 BST, 180.92.193.10,0,238.236,238.829,247.299,1.267, LOSS_FREE
26/04/2018 12:57:04 BST, 180.92.193.10,0,248.604,254.735,282.027,4.322, LOSS_FREE
26/04/2018 18:57:04 BST, 180.92.193.10,0,240.983,243.868,312.953,7.44, LOSS_FREE
27/04/2018 00:57:12 BST, 180.92.193.10,0,241.283,243.035,270.767,3.839, LOSS_FREE
27/04/2018 06:57:13 BST, 180.92.193.10,0,241.004,241.695,246.593,0.909, LOSS_FREE
20/04/2018 12:45:09 BST, 188.42.162.69,0,12.109,12.274,15.728,0.339, LOSS_FREE
20/04/2018 18:53:17 BST, 188.42.162.69,0,174.582,180.148,337.158,17.269, LOSS_FREE
21/04/2018 00:53:07 BST, 188.42.162.69,0,126.705,186.312,267.844,24.587, LOSS_FREE
21/04/2018 06:53:17 BST, 188.42.162.69,0,174.311,175.98,197.336,2.83, LOSS_FREE
21/04/2018 12:53:16 BST, 188.42.162.69,0,175.332,176.742,189.824,2.7, LOSS_FREE
21/04/2018 18:53:07 BST, 188.42.162.69,0,117.292,165.702,188.887,23.421, LOSS_FREE
22/04/2018 00:53:07 BST, 188.42.162.69,0,174.39,179.295,197.601,5.254, LOSS_FREE
22/04/2018 06:53:06 BST, 188.42.162.69,0,89.474,173.34,189.996,20.443, LOSS_FREE
22/04/2018 12:53:17 BST, 188.42.162.69,0,121.629,170.958,251.353,20.264, LOSS_FREE
22/04/2018 18:53:08 BST, 188.42.162.69,1,141.527,179.135,199.784,14.594, LOSS_FREE
23/04/2018 00:53:08 BST, 188.42.162.69,2,176.898,180.151,194.665,3.059, LOSS_FREE
23/04/2018 06:53:16 BST, 188.42.162.69,0,174.502,178.009,242.895,7.092, LOSS_FREE
23/04/2018 12:53:08 BST, 188.42.162.69,0,168.436,177.473,200.568,6.503, LOSS_FREE
23/04/2018 18:53:16 BST, 188.42.162.69,0,171.344,175.851,232.135,6.113, LOSS_FREE
24/04/2018 00:53:09 BST, 188.42.162.69,0,174.162,188.027,397.531,27.279, LOSS_FREE
24/04/2018 06:53:08 BST, 188.42.162.69,0,169.429,201.797,438.141,36.574, LOSS_FREE
24/04/2018 12:53:08 BST, 188.42.162.69,0,175.736,194.457,313.399,27.834, LOSS_FREE
24/04/2018 18:53:09 BST, 188.42.162.69,0,169.555,190.277,333.922,28.162, LOSS_FREE
25/04/2018 00:53:07 BST, 188.42.162.69,0,174.49,197.739,535.062,64.673, LOSS_FREE
25/04/2018 06:53:09 BST, 188.42.162.69,0,175.433,182.657,240.357,14.01, LOSS_FREE
25/04/2018 12:53:12 BST, 188.42.162.69,0,174.268,181.622,231.832,11.727, LOSS_FREE
25/04/2018 18:53:08 BST, 188.42.162.69,0,174.316,178.578,238.685,8.999, LOSS_FREE
26/04/2018 00:53:07 BST, 188.42.162.69,0,149.419,198.496,297.063,31.135, LOSS_FREE
26/04/2018 06:53:17 BST, 188.42.162.69,0,170.062,207.245,455.885,50.202, LOSS_FREE
26/04/2018 12:53:05 BST, 188.42.162.69,0,174.42,176.706,271.787,9.26, LOSS_FREE
26/04/2018 18:53:06 BST, 188.42.162.69,0,197.397,210.56,280.661,13.218, LOSS_FREE
27/04/2018 00:53:12 BST, 188.42.162.69,0,182.669,209.069,237.19,13.228, LOSS_FREE
27/04/2018 06:53:14 BST, 188.42.162.69,2,171.251,212.455,498.436,52.945, LOSS_FREE
20/04/2018 12:57:06 BST, 200.170.94.6,0,247.304,249.836,273.938,4.574, LOSS_FREE
21/04/2018 00:25:14 BST, 200.170.94.6,0,1.045,232.093,246.446,30.748, LOSS_FREE
21/04/2018 06:25:14 BST, 200.170.94.6,0,221.533,240.167,245.962,8.998, LOSS_FREE
21/04/2018 12:25:13 BST, 200.170.94.6,0,166.907,238.488,250.491,24.776, LOSS_FREE
21/04/2018 18:25:12 BST, 200.170.94.6,0,243.376,245.669,248.039,1.42, LOSS_FREE
22/04/2018 00:25:14 BST, 200.170.94.6,0,219.194,240.597,245.541,9.346, LOSS_FREE
22/04/2018 06:25:12 BST, 200.170.94.6,0,243.403,246.835,248.756,1.856, LOSS_FREE
22/04/2018 12:25:13 BST, 200.170.94.6,0,192.441,235.529,246.946,21.223, LOSS_FREE
22/04/2018 18:25:15 BST, 200.170.94.6,0,243.448,244.791,245.605,0.89, LOSS_FREE
23/04/2018 00:25:13 BST, 200.170.94.6,0,160.815,242.374,249.007,19.483, LOSS_FREE
23/04/2018 06:25:13 BST, 200.170.94.6,0,245.297,245.96,247.386,0.522, LOSS_FREE
23/04/2018 12:25:14 BST, 200.170.94.6,0,243.684,243.991,245.216,0.693, LOSS_FREE
23/04/2018 18:25:21 BST, 200.170.94.6,0,243.077,243.814,246.933,1.251, LOSS_FREE
24/04/2018 00:25:13 BST, 200.170.94.6,0,242.824,243.03,243.975,0.7, LOSS_FREE
24/04/2018 06:25:14 BST, 200.170.94.6,0,243.378,244.32,245.829,0.433, LOSS_FREE
24/04/2018 12:25:15 BST, 200.170.94.6,0,214.601,240.982,247.894,12.617, LOSS_FREE
24/04/2018 18:25:15 BST, 200.170.94.6,0,245.455,245.637,246.239,0.648, LOSS_FREE
25/04/2018 00:25:14 BST, 200.170.94.6,0,245.449,246.228,246.742,0.356, LOSS_FREE
25/04/2018 06:25:15 BST, 200.170.94.6,0,245.459,246.726,247.836,0.839, LOSS_FREE
25/04/2018 12:25:16 BST, 200.170.94.6,0,225.526,243.242,246.998,6.527, LOSS_FREE
25/04/2018 18:25:14 BST, 200.170.94.6,0,198.347,238.623,250.957,19.195, LOSS_FREE
26/04/2018 00:25:13 BST, 200.170.94.6,0,245.459,246.496,247.247,0.516, LOSS_FREE
26/04/2018 06:25:13 BST, 200.170.94.6,0,245.486,249.187,250.653,1.065, LOSS_FREE
26/04/2018 12:25:11 BST, 200.170.94.6,0,240.418,240.805,241.74,0.35, LOSS_FREE
26/04/2018 18:25:11 BST, 200.170.94.6,0,235.492,235.791,237.028,0.303, LOSS_FREE
27/04/2018 00:25:20 BST, 200.170.94.6,0,232.269,243.176,243.969,1.087, LOSS_FREE
27/04/2018 06:25:10 BST, 200.170.94.6,0,243.486,244.419,245.241,0.689, LOSS_FREE
20/04/2018 12:53:07 BST, 202.78.202.70,0,174.44,178.274,201.886,4.462, LOSS_FREE
21/04/2018 00:21:04 BST, 202.78.202.70,0,311.303,314.672,316.15,1.339, LOSS_FREE
21/04/2018 06:21:04 BST, 202.78.202.70,0,295.25,296.838,305.872,1.211, LOSS_FREE
21/04/2018 12:21:05 BST, 202.78.202.70,0,238.228,300.162,526.636,35.748, LOSS_FREE
21/04/2018 18:21:03 BST, 202.78.202.70,0,259.45,313.494,325.97,22.101, LOSS_FREE
22/04/2018 00:21:05 BST, 202.78.202.70,0,321.56,322.962,323.861,0.899, LOSS_FREE
22/04/2018 06:21:03 BST, 202.78.202.70,0,325.043,326.819,330.798,0.894, LOSS_FREE
22/04/2018 12:21:04 BST, 202.78.202.70,0,311.909,314.695,326.171,1.882, LOSS_FREE
22/04/2018 18:21:06 BST, 202.78.202.70,0,281.722,309.563,661.915,34.49, LOSS_FREE
23/04/2018 00:21:04 BST, 202.78.202.70,0,314.897,316.178,317.688,0.891, LOSS_FREE
23/04/2018 06:21:05 BST, 202.78.202.70,0,260.089,306.648,438.781,24.761, LOSS_FREE
23/04/2018 12:21:04 BST, 202.78.202.70,0,303.077,312.148,318.414,1.863, LOSS_FREE
23/04/2018 18:21:12 BST, 202.78.202.70,0,314.345,316.498,322.448,1.05, LOSS_FREE
24/04/2018 00:21:04 BST, 202.78.202.70,0,322.191,322.491,332.724,0.993, LOSS_FREE
24/04/2018 06:21:06 BST, 202.78.202.70,0,318.891,321.216,387.57,6.283, LOSS_FREE
24/04/2018 12:21:05 BST, 202.78.202.70,1,302.744,332.661,412.545,15.767, LOSS_FREE
24/04/2018 18:21:06 BST, 202.78.202.70,0,315.388,318.724,323.847,1.821, LOSS_FREE
25/04/2018 00:21:05 BST, 202.78.202.70,0,306.035,321.73,329.552,6.753, LOSS_FREE
25/04/2018 06:21:05 BST, 202.78.202.70,0,287.987,316.037,336.238,11.9, LOSS_FREE
25/04/2018 12:21:06 BST, 202.78.202.70,1,270.322,310.579,353.881,13.792, LOSS_FREE
25/04/2018 18:21:05 BST, 202.78.202.70,0,319.919,323.035,326.168,1.455, LOSS_FREE
26/04/2018 00:21:04 BST, 202.78.202.70,0,301.374,321.131,324.5,3.249, LOSS_FREE
26/04/2018 06:21:04 BST, 202.78.202.70,0,301.71,314.959,329.906,5.94, LOSS_FREE
26/04/2018 12:21:02 BST, 202.78.202.70,0,293.128,318.556,347.726,11.472, LOSS_FREE
26/04/2018 18:21:02 BST, 202.78.202.70,0,321.35,325.769,331.881,2.186, LOSS_FREE
27/04/2018 06:21:01 BST, 202.78.202.70,0,294.015,310.717,371.447,11.623, LOSS_FREE
21/04/2018 00:31:12 BST, 41.72.99.143,26,183.198,185.908,217.414,3.434, MAJOR_LOSS
21/04/2018 06:31:12 BST, 41.72.99.143,2,183.218,184.415,188.72,0.729, LOSS_FREE
21/04/2018 12:31:11 BST, 41.72.99.143,15,183.809,186.315,189.911,1.017, MAJOR_LOSS
21/04/2018 18:31:10 BST, 41.72.99.143,52,128.576,184.003,187.113,9.959, MAJOR_LOSS
22/04/2018 00:31:12 BST, 41.72.99.143,4,183.008,184.369,186.406,0.633, LOSS_FREE
22/04/2018 06:31:10 BST, 41.72.99.143,30,183.452,186.532,193.135,1.409, MAJOR_LOSS
22/04/2018 12:31:11 BST, 41.72.99.143,0,183.263,185.135,186.599,1.061, LOSS_FREE
22/04/2018 18:31:13 BST, 41.72.99.143,22,153.019,181.299,201.518,10.218, MAJOR_LOSS
23/04/2018 00:31:11 BST, 41.72.99.143,1,184.08,186.4,190.194,1.143, LOSS_FREE
23/04/2018 06:31:12 BST, 41.72.99.143,10,183.852,189.959,203.917,3.575, SIGNIFICANT_LOSS
23/04/2018 12:31:12 BST, 41.72.99.143,4,183.264,183.868,184.825,0.404, LOSS_FREE
23/04/2018 18:31:20 BST, 41.72.99.143,5,183.01,183.643,187.491,0.705, LOSS_FREE
24/04/2018 00:31:12 BST, 41.72.99.143,3,182.644,183.354,209.054,2.413, LOSS_FREE
24/04/2018 06:31:13 BST, 41.72.99.143,44,183.708,184.234,185.245,0.603, MAJOR_LOSS
24/04/2018 12:31:13 BST, 41.72.99.143,55,184.197,184.789,185.843,0.663, MAJOR_LOSS
24/04/2018 18:31:13 BST, 41.72.99.143,0,181.157,183.177,184.613,0.958, LOSS_FREE
25/04/2018 00:31:12 BST, 41.72.99.143,9,165.206,180.489,184.552,7.285, SIGNIFICANT_LOSS
25/04/2018 06:31:13 BST, 41.72.99.143,12,184.013,184.841,190.756,0.746, MAJOR_LOSS
25/04/2018 12:31:14 BST, 41.72.99.143,25,183.189,183.663,184.632,0.464, MAJOR_LOSS
25/04/2018 18:31:12 BST, 41.72.99.143,5,183.325,186.467,297.262,10.446, LOSS_FREE
26/04/2018 00:31:11 BST, 41.72.99.143,1,183.153,184.178,185.976,0.657, LOSS_FREE
26/04/2018 06:31:12 BST, 41.72.99.143,10,109.575,179.342,188.033,22.059, SIGNIFICANT_LOSS
26/04/2018 12:31:09 BST, 41.72.99.143,5,183.581,184.032,184.956,0.393, LOSS_FREE
26/04/2018 18:31:10 BST, 41.72.99.143,18,183.708,184.299,185.06,0.418, MAJOR_LOSS
27/04/2018 00:31:18 BST, 41.72.99.143,3,183.484,184.259,192.258,0.827, LOSS_FREE
27/04/2018 06:31:08 BST, 41.72.99.143,1,183.664,184.485,185.459,0.406, LOSS_FREE
20/04/2018 12:19:06 BST, 45.221.77.2,0,169.163,170.009,185.031,2.433, LOSS_FREE
20/04/2018 18:19:04 BST, 45.221.77.2,1,92.472,153.593,179.767,30.144, LOSS_FREE
21/04/2018 00:27:13 BST, 45.221.77.2,0,230.861,233.211,234.555,1.251, LOSS_FREE
21/04/2018 06:27:13 BST, 45.221.77.2,0,203.592,226.438,228.521,5.676, LOSS_FREE
21/04/2018 12:27:13 BST, 45.221.77.2,0,226.847,230.222,231.979,1.379, LOSS_FREE
21/04/2018 18:27:11 BST, 45.221.77.2,0,226.845,229.026,230.268,1.091, LOSS_FREE
22/04/2018 00:27:13 BST, 45.221.77.2,0,199.805,223.059,263.899,11.385, LOSS_FREE
22/04/2018 06:27:11 BST, 45.221.77.2,0,229.602,230.592,232.803,0.909, LOSS_FREE
22/04/2018 12:27:12 BST, 45.221.77.2,0,226.876,229.109,230.872,1.009, LOSS_FREE
22/04/2018 18:27:14 BST, 45.221.77.2,0,226.861,228.078,228.937,0.756, LOSS_FREE
23/04/2018 00:27:13 BST, 45.221.77.2,0,150.423,215.238,235.848,31.85, LOSS_FREE
23/04/2018 06:27:13 BST, 45.221.77.2,0,228.628,229.325,230.301,0.738, LOSS_FREE
23/04/2018 12:27:13 BST, 45.221.77.2,0,216.114,225.218,227.633,4.364, LOSS_FREE
23/04/2018 18:27:21 BST, 45.221.77.2,0,226.499,226.661,227.701,0.68, LOSS_FREE
24/04/2018 00:27:13 BST, 45.221.77.2,0,226.351,226.563,227.135,0.5, LOSS_FREE
24/04/2018 06:27:14 BST, 45.221.77.2,0,226.868,227.656,228.607,0.586, LOSS_FREE
24/04/2018 12:27:14 BST, 45.221.77.2,0,235.042,236.428,237.409,0.828, LOSS_FREE
24/04/2018 18:27:14 BST, 45.221.77.2,0,235.009,235.124,236.012,0.294, LOSS_FREE
25/04/2018 00:27:13 BST, 45.221.77.2,0,235.571,235.865,236.493,0.633, LOSS_FREE
25/04/2018 06:27:14 BST, 45.221.77.2,0,235.017,236.182,236.889,0.76, LOSS_FREE
25/04/2018 12:27:15 BST, 45.221.77.2,0,235.052,235.551,246.653,1.202, LOSS_FREE
25/04/2018 18:27:13 BST, 45.221.77.2,0,235.019,237.022,238.684,1.276, LOSS_FREE
26/04/2018 00:27:12 BST, 45.221.77.2,0,235.823,236.11,236.633,0.357, LOSS_FREE
26/04/2018 06:27:13 BST, 45.221.77.2,0,235.018,239.553,398.258,14.656, LOSS_FREE
26/04/2018 12:27:11 BST, 45.221.77.2,0,221.532,229.857,232.432,3.195, LOSS_FREE
26/04/2018 18:27:10 BST, 45.221.77.2,0,227.831,228.13,237.534,1.009, LOSS_FREE
27/04/2018 00:27:20 BST, 45.221.77.2,0,235.372,235.586,236.206,0.595, LOSS_FREE
27/04/2018 06:27:10 BST, 45.221.77.2,0,212.659,228.121,232.748,7.554, LOSS_FREE
