Date, Host, Packet loss, min, avg, max, mdev
24/04/2018 06:33:13 BST, 163.43.24.70,  0%, 150.394, 150.592, 150.924, 0.299
24/04/2018 06:35:12 BST, 133.130.35.170,  0%, 233.398, 251.151, 259.111, 8.579
24/04/2018 06:37:12 BST, 103.242.31.11,  0%, 169.438, 170.247, 176.504, 0.731
24/04/2018 06:39:11 BST, 103.75.188.168,  70%, 10.391, 10.517, 10.615, 0.094
24/04/2018 06:41:11 BST, 107.190.134.163,  0%, 286.127, 286.978, 287.606, 0.814
24/04/2018 06:43:11 BST, 103.241.150.190,  0%, 192.677, 193.208, 198.913, 1.011
24/04/2018 06:45:10 BST, 112.137.166.236,  0%, 12.136, 12.282, 14.986, 0.302
24/04/2018 06:47:09 BST, 178.33.235.187,  0%, 192.041, 192.839, 193.574, 0.398
24/04/2018 06:49:08 BST, 101.100.209.220,  32%, 278.452, 290.223, 293.469, 5.113
24/04/2018 06:51:09 BST, 116.12.51.45,  0%, 6.433, 6.547, 7.627, 0.177
24/04/2018 06:53:08 BST, 188.42.162.69,  0%, 169.429, 201.797, 438.141, 36.574
24/04/2018 06:55:07 BST, 116.12.51.45,  0%, 193.278, 197.627, 208.373, 2.409
24/04/2018 06:57:07 BST, 180.92.193.10,  0%, 246.058, 246.673, 257.123, 1.277
24/04/2018 12:19:06 BST, 104.20.72.23,  0%, 166.435, 166.924, 170.180, 0.743
24/04/2018 12:21:05 BST, 202.78.202.70,  1%, 302.744, 332.661, 412.545, 15.767
24/04/2018 12:25:15 BST, 200.170.94.6,  0%, 214.601, 240.982, 247.894, 12.617
24/04/2018 12:27:14 BST, 45.221.77.2,  0%, 235.042, 236.428, 237.409, 0.828
24/04/2018 12:29:13 BST, 116.90.239.10,  0%, 243.094, 244.585, 263.394, 1.923
24/04/2018 12:31:13 BST, 41.72.99.143,  55%, 184.197, 184.789, 185.843, 0.663
24/04/2018 12:33:13 BST, 163.43.24.70,  0%, 150.020, 151.032, 151.559, 0.347
24/04/2018 12:35:12 BST, 133.130.35.170,  0%, 203.756, 254.681, 260.432, 6.739
24/04/2018 12:37:12 BST, 103.242.31.11,  0%, 136.988, 164.297, 172.552, 13.041
24/04/2018 12:39:11 BST, 103.75.188.168,  56%, 10.434, 10.587, 10.856, 0.176
24/04/2018 12:41:11 BST, 107.190.134.163,  0%, 229.174, 265.933, 267.486, 4.821
24/04/2018 12:43:11 BST, 103.241.150.190,  0%, 192.360, 193.767, 199.953, 0.900
24/04/2018 12:45:11 BST, 112.137.166.236,  0%, 12.139, 12.322, 13.045, 0.178
24/04/2018 12:47:10 BST, 178.33.235.187,  0%, 192.111, 193.482, 194.861, 0.839
24/04/2018 12:49:09 BST, 101.100.209.220,  25%, 292.121, 294.048, 297.788, 1.170
24/04/2018 12:51:09 BST, 116.12.51.45,  0%, 6.476, 6.655, 12.845, 0.582
24/04/2018 12:53:08 BST, 188.42.162.69,  0%, 175.736, 194.457, 313.399, 27.834
24/04/2018 12:55:08 BST, 116.12.51.45,  0%, 197.174, 198.865, 201.576, 0.798
24/04/2018 12:57:07 BST, 180.92.193.10,  0%, 242.332, 246.215, 262.277, 4.075
24/04/2018 18:19:06 BST, 104.20.72.23,  0%, 173.455, 173.710, 174.535, 0.547
24/04/2018 18:21:06 BST, 202.78.202.70,  0%, 315.388, 318.724, 323.847, 1.821
24/04/2018 18:25:15 BST, 200.170.94.6,  0%, 245.455, 245.637, 246.239, 0.648
24/04/2018 18:27:14 BST, 45.221.77.2,  0%, 235.009, 235.124, 236.012, 0.294
24/04/2018 18:29:14 BST, 116.90.239.10,  0%, 242.889, 243.027, 243.441, 0.673
24/04/2018 18:31:13 BST, 41.72.99.143,  0%, 181.157, 183.177, 184.613, 0.958
24/04/2018 18:33:13 BST, 163.43.24.70,  0%, 148.102, 149.725, 151.032, 0.748
24/04/2018 18:35:13 BST, 133.130.35.170,  0%, 252.609, 254.184, 261.901, 1.211
24/04/2018 18:37:13 BST, 103.242.31.11,  0%, 167.359, 169.256, 171.305, 0.898
24/04/2018 18:39:12 BST, 103.75.188.168,  80%, 10.349, 10.462, 10.614, 0.126
24/04/2018 18:41:13 BST, 107.190.134.163,  0%, 269.945, 270.084, 270.876, 0.675
24/04/2018 18:43:12 BST, 103.241.150.190,  0%, 188.134, 192.060, 236.313, 4.371
24/04/2018 18:45:11 BST, 112.137.166.236,  0%, 8.179, 12.088, 14.132, 0.871
24/04/2018 18:47:11 BST, 178.33.235.187,  0%, 187.982, 191.955, 200.630, 1.666
24/04/2018 18:49:10 BST, 101.100.209.220,  6%, 293.098, 293.451, 296.161, 0.748
24/04/2018 18:51:10 BST, 116.12.51.45,  0%, 6.426, 6.548, 7.709, 0.173
24/04/2018 18:53:09 BST, 188.42.162.69,  0%, 169.555, 190.277, 333.922, 28.162
24/04/2018 18:55:09 BST, 116.12.51.45,  0%, 197.107, 197.798, 226.736, 2.813
24/04/2018 18:57:08 BST, 180.92.193.10,  0%, 243.528, 244.988, 268.412, 2.979
25/04/2018 00:19:06 BST, 104.20.72.23,  0%, 173.412, 174.052, 188.534, 2.194
25/04/2018 00:21:05 BST, 202.78.202.70,  0%, 306.035, 321.730, 329.552, 6.753
25/04/2018 00:25:14 BST, 200.170.94.6,  0%, 245.449, 246.228, 246.742, 0.356
25/04/2018 00:27:13 BST, 45.221.77.2,  0%, 235.571, 235.865, 236.493, 0.633
25/04/2018 00:29:13 BST, 116.90.239.10,  0%, 243.456, 243.787, 244.700, 0.279
25/04/2018 00:31:12 BST, 41.72.99.143,  9%, 165.206, 180.489, 184.552, 7.285
25/04/2018 00:33:12 BST, 163.43.24.70,  0%, 131.455, 148.407, 150.867, 5.532
25/04/2018 00:35:12 BST, 133.130.35.170,  0%, 236.900, 251.971, 263.859, 7.276
25/04/2018 00:37:11 BST, 103.242.31.11,  0%, 169.368, 170.138, 171.148, 0.407
25/04/2018 00:39:10 BST, 103.75.188.168,  55%, 10.358, 10.500, 11.076, 0.173
25/04/2018 00:41:10 BST, 107.190.134.163,  0%, 270.659, 270.987, 271.517, 0.633
25/04/2018 00:43:10 BST, 103.241.150.190,  0%, 192.117, 192.988, 196.064, 0.772
25/04/2018 00:45:09 BST, 112.137.166.236,  0%, 12.086, 12.291, 14.843, 0.282
25/04/2018 00:47:08 BST, 178.33.235.187,  0%, 192.091, 192.879, 194.141, 0.588
25/04/2018 00:49:08 BST, 101.100.209.220,  4%, 292.799, 293.191, 293.650, 0.643
25/04/2018 00:51:08 BST, 116.12.51.45,  0%, 6.459, 6.597, 12.876, 0.587
25/04/2018 00:53:07 BST, 188.42.162.69,  0%, 174.490, 197.739, 535.062, 64.673
25/04/2018 00:55:07 BST, 116.12.51.45,  0%, 197.093, 198.137, 206.776, 1.082
25/04/2018 00:57:06 BST, 180.92.193.10,  19%, 252.369, 254.213, 270.292, 2.465
25/04/2018 06:19:06 BST, 104.20.72.23,  0%, 166.229, 166.825, 178.862, 1.566
25/04/2018 06:21:05 BST, 202.78.202.70,  0%, 287.987, 316.037, 336.238, 11.900
25/04/2018 06:25:15 BST, 200.170.94.6,  0%, 245.459, 246.726, 247.836, 0.839
25/04/2018 06:27:14 BST, 45.221.77.2,  0%, 235.017, 236.182, 236.889, 0.760
25/04/2018 06:29:13 BST, 116.90.239.10,  0%, 243.551, 244.246, 244.908, 0.701
25/04/2018 06:31:13 BST, 41.72.99.143,  12%, 184.013, 184.841, 190.756, 0.746
25/04/2018 06:33:13 BST, 163.43.24.70,  0%, 150.032, 150.888, 151.760, 0.587
25/04/2018 06:35:12 BST, 133.130.35.170,  0%, 195.546, 255.293, 272.423, 5.778
25/04/2018 06:37:12 BST, 103.242.31.11,  0%, 141.728, 165.041, 172.326, 11.346
25/04/2018 06:39:11 BST, 103.75.188.168,  70%, 10.345, 10.551, 11.070, 0.182
25/04/2018 06:41:11 BST, 107.190.134.163,  0%, 270.714, 271.503, 274.070, 0.774
25/04/2018 06:43:11 BST, 103.241.150.190,  0%, 192.958, 193.655, 196.272, 0.669
25/04/2018 06:45:11 BST, 112.137.166.236,  0%, 12.132, 12.289, 12.959, 0.118
25/04/2018 06:47:10 BST, 178.33.235.187,  0%, 192.065, 193.613, 202.206, 1.167
25/04/2018 06:49:09 BST, 101.100.209.220,  2%, 293.057, 295.350, 298.328, 1.725
25/04/2018 06:51:09 BST, 116.12.51.45,  0%, 6.448, 6.554, 6.814, 0.123
25/04/2018 06:53:09 BST, 188.42.162.69,  0%, 175.433, 182.657, 240.357, 14.010
25/04/2018 06:55:09 BST, 116.12.51.45,  0%, 198.077, 202.070, 229.630, 5.648
25/04/2018 06:57:08 BST, 180.92.193.10,  0%, 242.829, 244.905, 251.386, 1.553
25/04/2018 12:19:07 BST, 104.20.72.23,  0%, 166.674, 167.556, 181.969, 2.274
25/04/2018 12:21:06 BST, 202.78.202.70,  1%, 270.322, 310.579, 353.881, 13.792
25/04/2018 12:25:16 BST, 200.170.94.6,  0%, 225.526, 243.242, 246.998, 6.527
25/04/2018 12:27:15 BST, 45.221.77.2,  0%, 235.052, 235.551, 246.653, 1.202
25/04/2018 12:29:15 BST, 116.90.239.10,  0%, 243.037, 243.966, 327.493, 7.667
25/04/2018 12:31:14 BST, 41.72.99.143,  25%, 183.189, 183.663, 184.632, 0.464
25/04/2018 12:33:14 BST, 163.43.24.70,  0%, 149.908, 150.269, 181.033, 2.821
25/04/2018 12:35:13 BST, 133.130.35.170,  4%, 170.650, 181.740, 191.770, 4.667
25/04/2018 12:37:14 BST, 103.242.31.11,  0%, 169.140, 169.455, 174.218, 0.715
25/04/2018 12:39:13 BST, 103.75.188.168,  73%, 10.360, 10.636, 16.293, 1.021
25/04/2018 12:41:13 BST, 107.190.134.163,  0%, 269.559, 269.828, 270.897, 0.601
25/04/2018 12:43:13 BST, 103.241.150.190,  0%, 191.704, 192.084, 193.433, 0.574
25/04/2018 12:45:13 BST, 112.137.166.236,  0%, 12.067, 12.233, 13.066, 0.146
25/04/2018 12:47:13 BST, 178.33.235.187,  0%, 191.754, 192.441, 199.036, 1.438
25/04/2018 12:49:12 BST, 101.100.209.220,  0%, 291.410, 292.272, 305.277, 1.916
25/04/2018 12:51:12 BST, 116.12.51.45,  0%, 6.446, 6.539, 7.766, 0.186
25/04/2018 12:53:12 BST, 188.42.162.69,  0%, 174.268, 181.622, 231.832, 11.727
25/04/2018 12:55:11 BST, 116.12.51.45,  0%, 196.844, 197.531, 212.630, 1.756
25/04/2018 12:57:11 BST, 180.92.193.10,  0%, 242.541, 244.286, 262.337, 2.598
25/04/2018 18:19:05 BST, 104.20.72.23,  0%, 166.575, 167.216, 174.874, 0.962
25/04/2018 18:21:05 BST, 202.78.202.70,  0%, 319.919, 323.035, 326.168, 1.455
25/04/2018 18:25:14 BST, 200.170.94.6,  0%, 198.347, 238.623, 250.957, 19.195
25/04/2018 18:27:13 BST, 45.221.77.2,  0%, 235.019, 237.022, 238.684, 1.276
25/04/2018 18:29:12 BST, 116.90.239.10,  0%, 244.819, 245.377, 246.973, 0.383
25/04/2018 18:31:12 BST, 41.72.99.143,  5%, 183.325, 186.467, 297.262, 10.446
25/04/2018 18:33:12 BST, 163.43.24.70,  0%, 149.962, 151.365, 154.540, 0.789
25/04/2018 18:35:11 BST, 133.130.35.170,  0%, 168.818, 170.465, 172.365, 0.884
25/04/2018 18:37:10 BST, 103.242.31.11,  0%, 170.667, 171.420, 180.836, 1.093
25/04/2018 18:39:10 BST, 103.75.188.168,  61%, 10.472, 10.560, 10.705, 0.117
25/04/2018 18:41:10 BST, 107.190.134.163,  0%, 270.113, 272.734, 273.875, 1.023
25/04/2018 18:43:09 BST, 103.241.150.190,  0%, 146.430, 189.202, 196.167, 14.734
25/04/2018 18:45:10 BST, 112.137.166.236,  0%, 12.125, 12.338, 12.681, 0.147
25/04/2018 18:47:09 BST, 178.33.235.187,  0%, 193.561, 194.462, 197.972, 0.939
25/04/2018 18:49:08 BST, 101.100.209.220,  34%, 239.233, 284.864, 300.397, 21.682
25/04/2018 18:51:08 BST, 116.12.51.45,  0%, 6.476, 6.590, 7.383, 0.137
25/04/2018 18:53:08 BST, 188.42.162.69,  0%, 174.316, 178.578, 238.685, 8.999
25/04/2018 18:55:07 BST, 116.12.51.45,  0%, 197.093, 199.123, 200.850, 1.057
25/04/2018 18:57:06 BST, 180.92.193.10,  0%, 239.001, 242.623, 292.160, 5.752
26/04/2018 00:19:05 BST, 104.20.72.23,  0%, 165.371, 166.227, 174.505, 1.161
26/04/2018 00:21:04 BST, 202.78.202.70,  0%, 301.374, 321.131, 324.500, 3.249
26/04/2018 00:25:13 BST, 200.170.94.6,  0%, 245.459, 246.496, 247.247, 0.516
26/04/2018 00:27:12 BST, 45.221.77.2,  0%, 235.823, 236.110, 236.633, 0.357
26/04/2018 00:29:12 BST, 116.90.239.10,  0%, 242.935, 244.017, 244.669, 0.749
26/04/2018 00:31:11 BST, 41.72.99.143,  1%, 183.153, 184.178, 185.976, 0.657
26/04/2018 00:33:11 BST, 163.43.24.70,  0%, 149.959, 150.634, 151.699, 0.577
26/04/2018 00:35:10 BST, 133.130.35.170,  0%, 169.415, 169.808, 173.998, 0.590
26/04/2018 00:37:11 BST, 103.242.31.11,  0%, 169.969, 170.461, 179.359, 1.029
26/04/2018 00:39:10 BST, 103.75.188.168,  70%, 10.407, 10.486, 10.632, 0.093
26/04/2018 00:41:10 BST, 107.190.134.163,  0%, 265.004, 266.715, 325.179, 5.427
26/04/2018 00:43:09 BST, 103.241.150.190,  0%, 168.568, 188.419, 194.252, 9.609
26/04/2018 00:45:09 BST, 112.137.166.236,  0%, 0.000, 10.811, 12.660, 4.087
26/04/2018 00:47:08 BST, 178.33.235.187,  0%, 166.475, 188.403, 194.038, 10.182
26/04/2018 00:49:07 BST, 101.100.209.220,  3%, 265.505, 292.563, 294.686, 5.061
26/04/2018 00:51:07 BST, 116.12.51.45,  0%, 6.455, 6.549, 7.213, 0.103
26/04/2018 00:53:07 BST, 188.42.162.69,  0%, 149.419, 198.496, 297.063, 31.135
26/04/2018 00:55:06 BST, 116.12.51.45,  0%, 197.101, 198.227, 200.350, 0.706
26/04/2018 00:57:05 BST, 180.92.193.10,  0%, 238.269, 239.925, 244.900, 1.088
26/04/2018 06:19:05 BST, 104.20.72.23,  0%, 90.881, 153.918, 181.496, 28.900
26/04/2018 06:21:04 BST, 202.78.202.70,  0%, 301.710, 314.959, 329.906, 5.940
26/04/2018 06:25:13 BST, 200.170.94.6,  0%, 245.486, 249.187, 250.653, 1.065
26/04/2018 06:27:13 BST, 45.221.77.2,  0%, 235.018, 239.553, 398.258, 14.656
26/04/2018 06:29:12 BST, 116.90.239.10,  0%, 176.160, 244.531, 250.075, 12.645
26/04/2018 06:31:12 BST, 41.72.99.143,  10%, 109.575, 179.342, 188.033, 22.059
26/04/2018 06:33:12 BST, 163.43.24.70,  0%, 63.858, 126.981, 142.446, 29.597
26/04/2018 06:37:21 BST, 103.242.31.11,  0%, 169.435, 170.837, 180.139, 1.052
26/04/2018 06:39:20 BST, 103.75.188.168,  70%, 10.409, 10.532, 10.676, 0.154
26/04/2018 06:41:20 BST, 107.190.134.163,  0%, 265.671, 266.014, 268.033, 0.305
26/04/2018 06:43:20 BST, 103.241.150.190,  0%, 192.365, 192.697, 196.152, 0.701
26/04/2018 06:45:19 BST, 112.137.166.236,  0%, 12.114, 12.240, 12.710, 0.101
26/04/2018 06:47:18 BST, 178.33.235.187,  0%, 192.116, 192.460, 193.935, 0.582
26/04/2018 06:49:17 BST, 101.100.209.220,  33%, 280.943, 285.946, 288.330, 2.263
26/04/2018 06:51:18 BST, 116.12.51.45,  0%, 6.432, 6.520, 6.909, 0.113
26/04/2018 06:53:17 BST, 188.42.162.69,  0%, 170.062, 207.245, 455.885, 50.202
26/04/2018 06:55:16 BST, 116.12.51.45,  0%, 193.034, 199.038, 213.817, 3.565
26/04/2018 06:57:16 BST, 180.92.193.10,  0%, 238.236, 238.829, 247.299, 1.267
26/04/2018 12:19:03 BST, 104.20.72.23,  0%, 173.258, 174.663, 188.461, 1.599
26/04/2018 12:21:02 BST, 202.78.202.70,  0%, 293.128, 318.556, 347.726, 11.472
26/04/2018 12:25:11 BST, 200.170.94.6,  0%, 240.418, 240.805, 241.740, 0.350
26/04/2018 12:27:11 BST, 45.221.77.2,  0%, 221.532, 229.857, 232.432, 3.195
26/04/2018 12:29:10 BST, 116.90.239.10,  0%, 246.235, 246.514, 247.464, 0.453
26/04/2018 12:31:09 BST, 41.72.99.143,  5%, 183.581, 184.032, 184.956, 0.393
26/04/2018 12:33:09 BST, 163.43.24.70,  3%, 139.088, 147.248, 151.467, 4.132
26/04/2018 12:35:10 BST, 133.130.35.170,  0%, 164.940, 168.651, 172.840, 1.578
26/04/2018 12:37:09 BST, 103.242.31.11,  0%, 169.398, 169.747, 170.338, 0.517
26/04/2018 12:39:08 BST, 103.75.188.168,  59%, 10.372, 10.486, 10.749, 0.167
26/04/2018 12:41:09 BST, 107.190.134.163,  0%, 257.061, 264.785, 265.738, 1.745
26/04/2018 12:43:08 BST, 103.241.150.190,  0%, 192.617, 193.087, 195.228, 0.441
26/04/2018 12:45:07 BST, 112.137.166.236,  0%, 12.116, 12.317, 14.583, 0.325
26/04/2018 12:47:07 BST, 178.33.235.187,  0%, 186.581, 192.780, 198.650, 1.888
26/04/2018 12:49:06 BST, 101.100.209.220,  0%, 291.184, 292.716, 296.143, 1.460
26/04/2018 12:51:06 BST, 116.12.51.45,  0%, 6.449, 6.558, 7.550, 0.149
26/04/2018 12:53:05 BST, 188.42.162.69,  0%, 174.420, 176.706, 271.787, 9.260
26/04/2018 12:55:04 BST, 116.12.51.45,  0%, 197.778, 198.683, 226.915, 2.880
26/04/2018 12:57:04 BST, 180.92.193.10,  0%, 248.604, 254.735, 282.027, 4.322
26/04/2018 18:19:02 BST, 104.20.72.23,  0%, 165.685, 166.375, 180.165, 1.877
26/04/2018 18:21:02 BST, 202.78.202.70,  0%, 321.350, 325.769, 331.881, 2.186
26/04/2018 18:25:11 BST, 200.170.94.6,  0%, 235.492, 235.791, 237.028, 0.303
26/04/2018 18:27:10 BST, 45.221.77.2,  0%, 227.831, 228.130, 237.534, 1.009
26/04/2018 18:29:10 BST, 116.90.239.10,  0%, 238.506, 244.303, 246.962, 2.142
26/04/2018 18:31:10 BST, 41.72.99.143,  18%, 183.708, 184.299, 185.060, 0.418
26/04/2018 18:33:10 BST, 163.43.24.70,  0%, 149.226, 149.462, 150.074, 0.390
26/04/2018 18:35:10 BST, 133.130.35.170,  0%, 181.036, 181.621, 186.258, 0.843
26/04/2018 18:37:09 BST, 103.242.31.11,  0%, 169.507, 169.894, 178.303, 0.911
26/04/2018 18:39:09 BST, 103.75.188.168,  64%, 10.384, 10.594, 10.932, 0.176
26/04/2018 18:41:09 BST, 107.190.134.163,  0%, 297.246, 298.076, 335.691, 3.489
26/04/2018 18:43:09 BST, 103.241.150.190,  0%, 192.754, 193.058, 193.862, 0.558
26/04/2018 18:45:08 BST, 112.137.166.236,  0%, 4.257, 12.620, 21.519, 1.194
26/04/2018 18:47:07 BST, 178.33.235.187,  0%, 192.688, 193.111, 194.155, 0.609
26/04/2018 18:49:06 BST, 101.100.209.220,  9%, 291.285, 291.730, 292.383, 0.716
26/04/2018 18:51:06 BST, 116.12.51.45,  0%, 6.456, 6.554, 6.898, 0.141
26/04/2018 18:53:06 BST, 188.42.162.69,  0%, 197.397, 210.560, 280.661, 13.218
26/04/2018 18:55:05 BST, 116.12.51.45,  0%, 186.851, 197.254, 200.816, 3.068
26/04/2018 18:57:04 BST, 180.92.193.10,  0%, 240.983, 243.868, 312.953, 7.440
27/04/2018 00:19:02 BST, 104.20.72.23,  0%, 155.881, 164.904, 183.405, 3.888
27/04/2018 00:25:20 BST, 200.170.94.6,  0%, 232.269, 243.176, 243.969, 1.087
27/04/2018 00:27:20 BST, 45.221.77.2,  0%, 235.372, 235.586, 236.206, 0.595
27/04/2018 00:29:19 BST, 116.90.239.10,  0%, 235.265, 246.705, 248.045, 1.261
27/04/2018 00:31:18 BST, 41.72.99.143,  3%, 183.484, 184.259, 192.258, 0.827
27/04/2018 00:33:18 BST, 163.43.24.70,  0%, 149.190, 149.540, 150.408, 0.561
27/04/2018 00:35:18 BST, 133.130.35.170,  0%, 181.330, 181.657, 185.107, 0.560
27/04/2018 00:37:17 BST, 103.242.31.11,  0%, 169.688, 170.315, 184.033, 1.878
27/04/2018 00:39:16 BST, 103.75.188.168,  57%, 0.000, 10.404, 11.881, 1.504
27/04/2018 00:41:17 BST, 107.190.134.163,  0%, 297.690, 298.104, 299.091, 0.571
27/04/2018 00:43:16 BST, 103.241.150.190,  0%, 192.997, 193.272, 193.871, 0.294
27/04/2018 00:45:15 BST, 112.137.166.236,  0%, 0.000, 12.354, 14.323, 1.164
27/04/2018 00:47:14 BST, 178.33.235.187,  0%, 192.979, 193.411, 210.191, 1.560
27/04/2018 00:49:14 BST, 101.100.209.220,  0%, 294.438, 294.820, 296.310, 0.673
27/04/2018 00:51:13 BST, 116.12.51.45,  0%, 6.449, 6.584, 7.867, 0.192
27/04/2018 00:53:12 BST, 188.42.162.69,  0%, 182.669, 209.069, 237.190, 13.228
27/04/2018 00:55:12 BST, 116.12.51.45,  0%, 182.514, 198.054, 199.722, 2.529
27/04/2018 00:57:12 BST, 180.92.193.10,  0%, 241.283, 243.035, 270.767, 3.839
27/04/2018 06:19:02 BST, 104.20.72.23,  0%, 165.810, 166.907, 179.789, 2.214
27/04/2018 06:21:01 BST, 202.78.202.70,  0%, 294.015, 310.717, 371.447, 11.623
27/04/2018 06:25:10 BST, 200.170.94.6,  0%, 243.486, 244.419, 245.241, 0.689
27/04/2018 06:27:10 BST, 45.221.77.2,  0%, 212.659, 228.121, 232.748, 7.554
27/04/2018 06:29:09 BST, 116.90.239.10,  0%, 243.065, 243.945, 244.604, 0.440
27/04/2018 06:31:08 BST, 41.72.99.143,  1%, 183.664, 184.485, 185.459, 0.406
27/04/2018 06:33:08 BST, 163.43.24.70,  0%, 149.138, 149.538, 151.027, 0.404
27/04/2018 06:37:17 BST, 103.242.31.11,  0%, 169.469, 170.029, 181.052, 1.483
27/04/2018 06:39:17 BST, 103.75.188.168,  71%, 10.391, 10.516, 10.776, 0.127
27/04/2018 06:41:17 BST, 107.190.134.163,  0%, 265.001, 265.251, 265.768, 0.575
27/04/2018 06:43:17 BST, 103.241.150.190,  0%, 192.640, 192.917, 199.553, 0.650
27/04/2018 06:45:16 BST, 112.137.166.236,  0%, 12.254, 12.396, 13.210, 0.194
27/04/2018 06:47:15 BST, 178.33.235.187,  0%, 192.628, 192.907, 194.693, 0.675
27/04/2018 06:49:14 BST, 101.100.209.220,  16%, 291.028, 291.291, 292.069, 0.344
27/04/2018 06:51:15 BST, 116.12.51.45,  0%, 6.441, 6.555, 7.273, 0.157
27/04/2018 06:53:14 BST, 188.42.162.69,  2%, 171.251, 212.455, 498.436, 52.945
27/04/2018 06:55:14 BST, 116.12.51.45,  0%, 194.568, 198.006, 200.999, 0.891
27/04/2018 06:57:13 BST, 180.92.193.10,  0%, 241.004, 241.695, 246.593, 0.909
